premise,smcdel_problem,n_announcements,pbcheck,hypothesis,setup,hypothesis_depth,n_agents,label,names,index,s-l,deberta_pred,deberta_confidence,difficulty
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Darrell knows whether Lynn's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 1) ] (Agentb knows whether 2)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 1) ] 0",Brian can now know whether Brian's forehead is muddy.,forehead,0,3,not_entailment,['Lynn' 'Brian' 'Darrell'],57553,forehead-0,0,0.9927154183,0.0072845817
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Paulette knows whether or not nobody's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (~(1|2|3))) ] Agenta knows whether (Agentc knows whether (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (~(1|2|3))) ] 0",Charles can now know whether Russell can know whether or not everyone's forehead is muddy.,forehead,1,3,not_entailment,['Charles' 'Paulette' 'Russell'],13608,forehead-0,0,0.9629603028,0.0370396972
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Megan's card is shown to Jackie. Edward's card is shown to Megan. Elsa's card is shown to Megan. Megan's card is shown to Edward. Elsa's card is shown to Elsa. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:2 Agentb:3,4 Agentc:2 Agentd:4 VALID? [ ! (1|2|3|4) ] Agentb knows whether (Agenta knows that 4)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2 Agentb:3,4 Agentc:2 Agentd:4 VALID? [ ! (1|2|3|4) ] 0",Megan can now know whether Jackie can know that Elsa picked a red card.,explicit,1,4,entailment,['Jackie' 'Megan' 'Edward' 'Elsa'],65445,explicit-1,1,0.9024967551,0.0975032449
"There are two persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Heather's card is shown to Joe. Joe's card is shown to Heather. It is publicly announced that someone picked a red card. It is publicly announced that Joe knows whether someone picked a red card. It is publicly announced that Joe does not know whether or not everyone picked a red card. It is publicly announced that not everyone picked a red card.","VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1|2)) ] [ ! ~(Agenta knows whether (1&2)) ] [ ! (~(1&2)) ] Agentb knows that (Agenta knows that (1|2))",3,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1|2)) ] [ ! ~(Agenta knows whether (1&2)) ] [ ! (~(1&2)) ] 0",Heather can now know that Joe can know that someone picked a red card.,explicit,1,2,entailment,['Joe' 'Heather'],57802,explicit-1,1,0.9997773767,0.0002226233
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Ron knows whether Ron's forehead is muddy. It is publicly announced that Stephen's forehead is muddy. It is publicly announced that everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether 2) ] [ ! 3 ] [ ! (1&2&3) ] Agenta knows whether (Agentc knows whether (1&2&3))",3,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether 2) ] [ ! 3 ] [ ! (1&2&3) ] 0",Terri can now know whether Stephen can know whether or not everyone's forehead is muddy.,forehead_mirror,1,3,entailment,['Terri' 'Ron' 'Stephen'],43945,forehead_mirror-1,1,0.9996159077,0.0003840923
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Bertha does not know whether James is thirsty. It is publicly announced that Penny is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether 1) ] [ ! 3 ] Agentd knows that (Agenta knows whether 2)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether 1) ] [ ! 3 ] 0",Ricky can now know that James can know whether Bertha is thirsty.,internal,1,4,not_entailment,['James' 'Bertha' 'Penny' 'Ricky'],38263,internal-0,0,0.9948239326,0.0051760674
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Isabelle knows whether or not everyone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1&2)) ] (Agenta knows that 1)",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1&2)) ] 0",Ericka can now know that Ericka's forehead is muddy.,forehead_mirror,0,2,not_entailment,['Ericka' 'Isabelle'],26548,forehead_mirror-0,0,0.9207749963,0.0792250037
There are two persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Todd does not know whether Todd's forehead is muddy. It is publicly announced that Justin's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether 2) ] [ ! 1 ] Agenta knows that (Agentb knows whether 2)",2,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether 2) ] [ ! 1 ] 0",Justin can now know that Todd can know whether Todd's forehead is muddy.,forehead,1,2,not_entailment,['Justin' 'Todd'],38552,forehead-0,0,0.7830030918,0.2169969082
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Tom knows whether Carol's forehead is muddy. It is publicly announced that Tom knows whether Tom's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentd knows whether 1) ] [ ! (Agentd knows whether 4) ] Agentd knows whether (Agenta knows whether 2)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentd knows whether 1) ] [ ! (Agentd knows whether 4) ] 0",Tom can now know whether Carol can know whether Matthew's forehead is muddy.,forehead_mirror,1,4,entailment,['Carol' 'Matthew' 'Alexia' 'Tom'],20211,forehead_mirror-1,1,0.999705255,0.000294745
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Kevin knows whether or not everyone is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (1&2&3)) ] (Agenta knows that 3)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether (1&2&3)) ] 0",Troy can now know that Lolita is thirsty.,internal,0,3,not_entailment,['Troy' 'Kevin' 'Lolita'],60580,internal-0,0,0.9883893728,0.0116106272
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Angie knows whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1&2&3&4)) ] (Agenta knows that (~(1|2|3|4)))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1&2&3&4)) ] 0",Andrew can now know that nobody's forehead is muddy.,forehead_mirror,0,4,not_entailment,['Andrew' 'Angie' 'Charles' 'Calvin'],58746,forehead_mirror-0,0,0.9984325767,0.0015674233
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Jeff knows whether or not nobody is thirsty. It is publicly announced that Jeff knows whether Jeff is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (~(1|2))) ] [ ! (Agentb knows whether 2) ] Agenta knows that (Agentb knows that (~(1|2)))",2,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (~(1|2))) ] [ ! (Agentb knows whether 2) ] 0",Kenneth can now know that Jeff can know that nobody is thirsty.,internal,1,2,not_entailment,['Kenneth' 'Jeff'],36069,internal-0,0,0.9986370206,0.0013629794
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Ona does not know whether Ona's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 2) ] Agentb knows whether (Agenta knows that 1)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 2) ] 0",Ona can now know whether Helen can know that Helen's forehead is muddy.,forehead,1,3,entailment,['Helen' 'Ona' 'John'],58865,forehead-1,0,0.9499140382,1.9499140382
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Johnetta does not know whether Johnetta's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether 3) ] Agentb knows whether (Agentc knows whether (1|2|3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether 3) ] 0",Travis can now know whether Johnetta can know whether someone's forehead is muddy.,forehead,1,3,entailment,['Edward' 'Travis' 'Johnetta'],45898,forehead-1,1,0.9997662902,0.0002337098
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). William's card is shown to Charles. Charles's card is shown to Donna. It is publicly announced that someone picked a red card. It is publicly announced that William picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2|3) ] [ ! 1 ] (Agenta knows whether (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2|3) ] [ ! 1 ] 0",William can now know whether or not everyone picked a red card.,explicit,0,3,not_entailment,['William' 'Charles' 'Donna'],17035,explicit-0,1,0.5931307077,1.5931307077
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Richard knows whether Mildred's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 3) ] Agenta knows whether (Agentc knows whether (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 3) ] 0",Lee can now know whether Mildred can know whether or not everyone's forehead is muddy.,forehead,1,4,not_entailment,['Lee' 'Richard' 'Mildred' 'Hobert'],9326,forehead-0,0,0.9791101813,0.0208898187
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Mary does not know whether or not everyone is thirsty. It is publicly announced that Robert knows whether Mary is thirsty. It is publicly announced that Robert is not thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether (1&2)) ] [ ! (Agenta knows whether 2) ] [ ! ~(1) ] Agenta knows whether (Agentb knows that 1)",3,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether (1&2)) ] [ ! (Agenta knows whether 2) ] [ ! ~(1) ] 0",Robert can now know whether Mary can know that Robert is thirsty.,internal,1,2,entailment,['Robert' 'Mary'],15049,internal-1,1,0.9930019975,0.0069980025
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Michael's card is shown to Michael. Terrell's card is shown to Olivia. Olivia's card is shown to Terrell. Michael's card is shown to George. Olivia's card is shown to George. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:3 Agentc:2 Agentd:1,2 VALID? [ ! (1|2|3|4) ] Agenta knows whether (Agentd knows that (1|2|3|4))",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:3 Agentc:2 Agentd:1,2 VALID? [ ! (1|2|3|4) ] 0",Michael can now know whether George can know that someone picked a red card.,explicit,1,4,entailment,['Michael' 'Olivia' 'Terrell' 'George'],32856,explicit-1,1,0.99977988,0.00022012
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Noelle knows whether or not nobody's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (~(1|2))) ] (Agentb knows that (1|2))",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (~(1|2))) ] 0",Noelle can now know that someone's forehead is muddy.,forehead_mirror,0,2,entailment,['Julia' 'Noelle'],50120,forehead_mirror-1,1,0.9997517467,0.0002482533
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Tony does not know whether Nancy is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 3) ] Agentc knows that (Agentb knows whether (1|2|3|4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 3) ] 0",Nancy can now know that Tara can know whether someone is thirsty.,internal,1,4,entailment,['Tony' 'Tara' 'Nancy' 'Dawna'],16446,internal-1,1,0.999774158,0.000225842
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Jesus knows whether Barry's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether 2) ] (Agentb knows that 3)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether 2) ] 0",Barry can now know that Dortha's forehead is muddy.,forehead,0,4,not_entailment,['Jesus' 'Barry' 'Dortha' 'Caroline'],15595,forehead-0,0,0.9983022213,0.0016977787
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Richard's forehead is muddy. It is publicly announced that Richard knows whether Richard's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! 3 ] [ ! (Agentc knows whether 3) ] Agenta knows that (Agentc knows that (~(1|2|3)))",2,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! 3 ] [ ! (Agentc knows whether 3) ] 0",Bennie can now know that Richard can know that nobody's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Bennie' 'Frank' 'Richard'],13935,forehead_mirror-0,0,0.9985992312,0.0014007688
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Sanford knows whether or not everyone's forehead is muddy. It is publicly announced that not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] [ ! (~(1&2&3&4)) ] Agentb knows whether (Agentd knows that 3)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] [ ! (~(1&2&3&4)) ] 0",Jeanne can now know whether Calvin can know that Brandy's forehead is muddy.,forehead,1,4,entailment,['Sanford' 'Jeanne' 'Brandy' 'Calvin'],26020,forehead-1,1,0.9979793429,0.0020206571
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Gregory's forehead is not muddy. It is publicly announced that Gregory's forehead is not muddy. It is publicly announced that Dwight knows whether Gregory's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(3) ] [ ! ~(3) ] [ ! (Agenta knows whether 3) ] (Agenta knows that 2)",3,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(3) ] [ ! ~(3) ] [ ! (Agenta knows whether 3) ] 0",Dwight can now know that April's forehead is muddy.,forehead,0,3,not_entailment,['Dwight' 'April' 'Gregory'],17345,forehead-0,0,0.9194930792,0.0805069208
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Alberto is thirsty. It is publicly announced that Stella knows whether Stella is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! 4 ] [ ! (Agenta knows whether 1) ] (Agentc knows that 1)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! 4 ] [ ! (Agenta knows whether 1) ] 0",Jules can now know that Stella is thirsty.,internal,0,4,not_entailment,['Stella' 'David' 'Jules' 'Alberto'],12208,internal-0,0,0.8283897638,0.1716102362
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Elisa's card is shown to Brian. Brian's card is shown to Karen. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:3 Agentb:1 VALID? [ ! (1|2|3|4) ] Agenta knows that (Agentb knows that 4)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:3 Agentb:1 VALID? [ ! (1|2|3|4) ] 0",Brian can now know that Karen can know that Elva picked a red card.,explicit,1,4,not_entailment,['Brian' 'Karen' 'Elisa' 'Elva'],67036,explicit-0,0,0.9984871149,0.0015128851
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Kevin's forehead is not muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! ~(1) ] Agenta knows whether (Agentb knows that 1)",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! ~(1) ] 0",Kevin can now know whether Pamela can know that Kevin's forehead is muddy.,forehead_mirror,1,2,entailment,['Kevin' 'Pamela'],3977,forehead_mirror-1,1,0.9995402098,0.0004597902
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Carol does not know whether Jessica is thirsty. It is publicly announced that Carol does not know whether Catherine is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 1) ] [ ! ~(Agentb knows whether 3) ] Agentb knows that (Agenta knows that 1)",2,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 1) ] [ ! ~(Agentb knows whether 3) ] 0",Carol can now know that Jessica can know that Jessica is thirsty.,internal,1,3,not_entailment,['Jessica' 'Carol' 'Catherine'],43089,internal-0,0,0.9647224545,0.0352775455
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that John does not know whether John's forehead is muddy. It is publicly announced that John's forehead is not muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 3) ] [ ! ~(3) ] Agenta knows that (Agentd knows that (1&2&3&4))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 3) ] [ ! ~(3) ] 0",Arthur can now know that Yvonne can know that everyone's forehead is muddy.,forehead,1,4,not_entailment,['Arthur' 'Cristy' 'John' 'Yvonne'],29893,forehead-0,0,0.9979838133,0.0020161867
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Santiago does not know whether Santiago's forehead is muddy. It is publicly announced that Santiago's forehead is muddy. It is publicly announced that Andrew's forehead is muddy. It is publicly announced that Henry's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 1) ] [ ! 1 ] [ ! 3 ] [ ! 2 ] (Agenta knows that 3)",4,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 1) ] [ ! 1 ] [ ! 3 ] [ ! 2 ] 0",Santiago can now know that Andrew's forehead is muddy.,forehead,0,4,entailment,['Santiago' 'Henry' 'Andrew' 'Guillermo'],155,forehead-1,1,0.6964222789,0.3035777211
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Stella knows whether someone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1|2)) ] Agentb knows whether (Agenta knows whether (1&2))",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1|2)) ] 0",Elia can now know whether Stella can know whether or not everyone's forehead is muddy.,forehead_mirror,1,2,entailment,['Stella' 'Elia'],59714,forehead_mirror-1,1,0.9994618297,0.0005381703
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Eric's card is shown to Paul. Vida's card is shown to Vida. Eric's card is shown to Vida. Paul's card is shown to Eric. It is publicly announced that someone picked a red card. It is publicly announced that Vida does not know whether or not everyone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:4 Agentb:3,4 Agentc:1 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether (1&2&3&4)) ] (Agenta knows that 3)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:4 Agentb:3,4 Agentc:1 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether (1&2&3&4)) ] 0",Paul can now know that Vida picked a red card.,explicit,0,4,not_entailment,['Paul' 'Joseph' 'Vida' 'Eric'],10145,explicit-0,0,0.7694762349,0.2305237651
There are two persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Lois knows whether someone's forehead is muddy. It is publicly announced that Lois knows whether someone's forehead is muddy. It is publicly announced that Elijah knows whether or not everyone's forehead is muddy. It is publicly announced that someone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agenta knows whether (1&2)) ] [ ! (1|2) ] (Agenta knows whether 1)",4,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agentb knows whether (1|2)) ] [ ! (Agenta knows whether (1&2)) ] [ ! (1|2) ] 0",Elijah can now know whether Elijah's forehead is muddy.,forehead,0,2,entailment,['Elijah' 'Lois'],60265,forehead-1,0,0.7262375951,1.7262375951
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Jacob knows whether or not everyone's forehead is muddy. It is publicly announced that Keith's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether (1&2&3&4)) ] [ ! 1 ] (Agentc knows that (1|2|3|4))",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether (1&2&3&4)) ] [ ! 1 ] 0",Jacob can now know that someone's forehead is muddy.,forehead_mirror,0,4,entailment,['Keith' 'Amanda' 'Jacob' 'Justin'],15379,forehead_mirror-1,1,0.9997738004,0.0002261996
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Michael's forehead is not muddy. It is publicly announced that Leonel's forehead is muddy. It is publicly announced that Leonel's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] [ ! 2 ] [ ! 2 ] (Agentc knows that (1|2|3))",3,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] [ ! 2 ] [ ! 2 ] 0",Michael can now know that someone's forehead is muddy.,forehead_mirror,0,3,entailment,['Trent' 'Leonel' 'Michael'],29314,forehead_mirror-1,1,0.9997789264,0.0002210736
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that James knows whether Beverly's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 1) ] Agenta knows whether (Agentb knows that (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 1) ] 0",Beverly can now know whether Alan can know that everyone's forehead is muddy.,forehead_mirror,1,3,entailment,['Beverly' 'Alan' 'James'],4615,forehead_mirror-1,1,0.9995549321,0.0004450679
