story,question,answer,i,dataGenSeq,sType,qTypeRaw,qTypeTomOrNot,qOrder,storyHasToM,answerMem,answerReal,qToMandOmniReader,answerMemOrReal,cands,correct,falseTrueBelief,factVsMind
Ava entered the bathroom. Ava loves the undershirt. James entered the bathroom. The pumpkin is in the box. Ava exited the bathroom. Ava dislikes the gloves. Ava entered the dining room. James moved the pumpkin to the treasure chest.,Where is the pumpkin really?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,reality,False,reality,True,box,treasure chest,False,reality,"[""treasure chest"", ""box""]",0,true,fact
Jack entered the cellar. Nathan entered the cellar. Amelia entered the laundry. The suit is in the bucket. Jack exited the cellar. Nathan moved the suit to the container.,Where was the suit at the beginning?,bucket,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,bucket,container,False,memory,"[""bucket"", ""container""]",0,true,fact
Ava entered the bedroom. Mia entered the bedroom. The socks is in the crate. Mia exited the bedroom. Aiden loves the celery. Ava moved the socks to the envelope. Ava exited the bedroom. Mia entered the office.,Where was the socks at the beginning?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,True,crate,envelope,False,memory,"[""envelope"", ""crate""]",1,true,fact
Nathan entered the cellar. Jack entered the cellar. The hat is in the pantry. Emily entered the cellar. Jack exited the cellar. Jack entered the front yard. Nathan moved the hat to the drawer.,Where was the hat at the beginning?,pantry,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,memory,False,memory,True,pantry,drawer,False,memory,"[""pantry"", ""drawer""]",0,true,fact
Benjamin entered the dining room. Jayden is in the dining room. The pineapple is in the treasure chest. Benjamin moved the pineapple to the crate. Jayden exited the dining room. Jayden entered the dining room.,Where will Jayden look for the pineapple?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,first_order_1_no_tom,False,first_order,False,treasure chest,crate,False,reality,"[""treasure chest"", ""crate""]",1,true,mind
Hannah entered the playroom. Olivia entered the playroom. The underclothes is in the bucket. Olivia exited the playroom. Hannah moved the underclothes to the suitcase. Hannah exited the playroom. Benjamin dislikes the lettuce. Olivia entered the garage.,Where was the underclothes at the beginning?,bucket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,memory,False,memory,True,bucket,suitcase,False,memory,"[""bucket"", ""suitcase""]",0,true,fact
Ella entered the porch. Liam entered the porch. The trousers is in the bucket. Ella exited the porch. Oliver loves the cap. Liam moved the trousers to the bathtub. Liam exited the porch. Ella entered the patio.,Where will Ella look for the trousers?,bucket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_tom,True,first_order,True,bucket,bathtub,False,memory,"[""bucket"", ""bathtub""]",0,false,mind
Aria entered the TV room. Aria likes the peach. Lily entered the TV room. The sweater is in the basket. Aria moved the sweater to the crate. Mila entered the garage. Lily exited the TV room.,Where is the sweater really?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters",true_belief,reality,False,reality,False,basket,crate,False,reality,"[""crate"", ""basket""]",0,true,fact
Elizabeth likes the plum. Noah entered the hallway. Isabella entered the hallway. The cucumber is in the cupboard. Noah exited the hallway. Noah dislikes the slacks. Noah entered the hallway. Isabella moved the cucumber to the suitcase.,Where does Noah think that Isabella searches for the cucumber?,suitcase,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,second_order_0_no_tom,False,second_order,False,cupboard,suitcase,False,reality,"[""cupboard"", ""suitcase""]",1,true,mind
Noah entered the kitchen. Isla hates the undershirt. Owen entered the kitchen. The jacket is in the container. Owen moved the jacket to the treasure chest. Noah exited the kitchen.,Where will Owen look for the jacket?,treasure chest,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,container,treasure chest,False,reality,"[""treasure chest"", ""container""]",0,true,mind
Jayden entered the staircase. Amelia entered the dining room. Isla entered the dining room. The spinach is in the envelope. Amelia dislikes the banana. Isla exited the dining room. Amelia moved the spinach to the bathtub. Amelia exited the dining room. Isla entered the staircase.,Where is the spinach really?,bathtub,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,True,envelope,bathtub,False,reality,"[""envelope"", ""bathtub""]",1,true,fact
Hunter likes the jacket. Alexander entered the basement. Hunter entered the laundry. Hunter exited the laundry. Isla entered the basement. The turnip is in the drawer. Isla exited the basement. Alexander moved the turnip to the box.,Where does Alexander think that Isla searches for the turnip?,drawer,1,"enter_agent_0,agent_2_enters,agent_2_exits,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,second_order_0_tom,True,second_order,True,drawer,box,False,memory,"[""drawer"", ""box""]",0,false,mind
Amelia entered the back yard. Oliver entered the back yard. The strawberry is in the basket. Amelia moved the strawberry to the container. Oliver exited the back yard. Evelyn entered the hall. Amelia exited the back yard. Oliver entered the hall.,Where will Amelia look for the strawberry?,container,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_2_enters,agent_1_reenters_alt_loc",second_order_false_belief,first_order_0_no_tom,False,first_order,False,basket,container,False,reality,"[""container"", ""basket""]",0,true,mind
Chloe entered the front yard. Mason entered the front yard. The green pepper is in the drawer. Mason moved the green pepper to the crate. Chloe exited the front yard. Mason dislikes the lettuce. Ella entered the crawlspace. Mason exited the front yard. Mason loves the banana. Chloe entered the front yard.,Where will Mason look for the green_pepper?,crate,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_2_enters,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,drawer,crate,False,reality,"[""drawer"", ""crate""]",1,true,mind
Hunter entered the den. Lucas entered the den. Lucas loves the cap. The plum is in the pantry. Lucas exited the den. Lily entered the den. Hunter likes the pumpkin. Hunter moved the plum to the envelope.,Where was the plum at the beginning?,pantry,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters",false_belief,memory,False,memory,True,pantry,envelope,False,memory,"[""pantry"", ""envelope""]",0,true,fact
Alexander entered the hall. Aiden entered the hall. The lemon is in the bottle. Mia entered the cellar. Mia exited the cellar. Aiden moved the lemon to the pantry. Alexander exited the hall.,Where was the lemon at the beginning?,bottle,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_2_exits,agent_1_exits",true_belief,memory,False,memory,False,bottle,pantry,False,memory,"[""pantry"", ""bottle""]",1,true,fact
Benjamin entered the garden. Benjamin exited the garden. Ella entered the closet. Amelia entered the closet. The coat is in the pantry. Amelia exited the closet. Ella moved the coat to the box.,Where does Ella think that Amelia searches for the coat?,pantry,1,"agent_2_enters,agent_2_exits,enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,second_order_0_tom,True,second_order,True,pantry,box,False,memory,"[""pantry"", ""box""]",0,false,mind
Emily entered the porch. Alexander entered the porch. The gloves is in the crate. Evelyn entered the front yard. Alexander moved the gloves to the drawer. Evelyn exited the front yard. Evelyn dislikes the lettuce. Emily exited the porch.,Where does Emily think that Alexander searches for the gloves?,drawer,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,second_order_0_no_tom,False,second_order,False,crate,drawer,False,reality,"[""drawer"", ""crate""]",0,true,mind
Carter entered the laundry. Logan entered the laundry. Logan exited the laundry. Hunter entered the laundry. The green pepper is in the container. Logan hates the skirt. Carter exited the laundry. Hunter moved the green pepper to the suitcase.,Where was the green_pepper at the beginning?,container,1,"enter_agent_1,agent_2_enters,agent_2_exits,enter_agent_0,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,container,suitcase,False,memory,"[""container"", ""suitcase""]",0,true,fact
Ava entered the porch. Jacob entered the porch. Mason entered the bedroom. The onion is in the treasure chest. Mason exited the bedroom. Ava moved the onion to the bottle. Jacob exited the porch. Ava exited the porch. Jacob likes the radish. Jacob entered the porch.,Where does Ava think that Jacob searches for the onion?,bottle,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_0_no_tom,False,second_order,False,treasure chest,bottle,False,reality,"[""bottle"", ""treasure chest""]",0,true,mind
Isabella entered the study. Mia entered the study. The orange is in the bottle. Mia exited the study. Isabella moved the orange to the container. Isabella exited the study. Mia entered the study.,Where does Isabella think that Mia searches for the orange?,bottle,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_0_tom,True,second_order,True,bottle,container,False,memory,"[""bottle"", ""container""]",0,false,mind
Lily entered the attic. Nathan entered the attic. The tomato is in the basket. Nathan exited the attic. Lily hates the slacks. Lily hates the persimmon. James entered the front yard. James exited the front yard. Lily moved the tomato to the envelope.,Where does Lily think that Nathan searches for the tomato?,basket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_2_exits",false_belief,second_order_0_tom,True,second_order,True,basket,envelope,False,memory,"[""envelope"", ""basket""]",1,false,mind
Nathan dislikes the potato. Liam entered the TV room. Nathan entered the TV room. The persimmon is in the bucket. Mia entered the TV room. Nathan exited the TV room. Nathan dislikes the dress. Liam moved the persimmon to the pantry. Nathan entered the den.,Where is the persimmon really?,pantry,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_0_moves_obj,agent_1_reenters_alt_loc",false_belief,reality,False,reality,True,bucket,pantry,False,reality,"[""pantry"", ""bucket""]",0,true,fact
Mia entered the bathroom. Amelia is in the bathroom. The cabbage is in the crate. Hunter likes the tie. Amelia exited the bathroom. Mia moved the cabbage to the bottle. Mia exited the bathroom. Mia loves the pajamas. Amelia entered the bathroom.,Where does Amelia think that Mia searches for the cabbage?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,crate,bottle,False,memory,"[""bottle"", ""crate""]",1,false,mind
Ella entered the hallway. Lucas entered the hallway. The lime is in the basket. Ella loves the lemon. Ella exited the hallway. Lucas moved the lime to the box. Lucas exited the hallway. Jacob hates the orange. Jacob entered the basement. Ella entered the basement.,Where was the lime at the beginning?,basket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc,agent_2_enters",second_order_false_belief,memory,False,memory,True,basket,box,False,memory,"[""box"", ""basket""]",1,true,fact
Elizabeth entered the study. Olivia dislikes the dress. Olivia entered the study. The pineapple is in the container. Elizabeth moved the pineapple to the envelope. Lily entered the kitchen. Olivia exited the study. Olivia entered the study.,Where will Olivia look for the pineapple?,envelope,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_2_enters,agent_1_reenters_loc",true_belief,first_order_1_no_tom,False,first_order,False,container,envelope,False,reality,"[""container"", ""envelope""]",1,true,mind
Carter entered the living room. Sophia entered the living room. The eggplant is in the cupboard. Carter exited the living room. Sophia moved the eggplant to the envelope. Carter entered the bathroom. Sophia hates the peas.,Where is the eggplant really?,envelope,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_1_reenters_alt_loc",false_belief,reality,False,reality,True,cupboard,envelope,False,reality,"[""cupboard"", ""envelope""]",1,true,fact
Amelia entered the living room. Mason entered the living room. The spinach is in the pantry. Mason exited the living room. Amelia likes the asparagus. Amelia moved the spinach to the bottle. Amelia loves the boots.,Where does Mason think that Amelia searches for the spinach?,pantry,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,second_order_1_tom,True,second_order,True,pantry,bottle,False,memory,"[""pantry"", ""bottle""]",0,false,mind
Jackson entered the bathroom. Mason entered the bathroom. Charlotte entered the bathroom. The persimmon is in the container. Mason moved the persimmon to the drawer. Charlotte exited the bathroom.,Where is the persimmon really?,drawer,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,reality,False,reality,False,container,drawer,False,reality,"[""drawer"", ""container""]",0,true,fact
Ava entered the porch. Jacob entered the porch. Mason entered the bedroom. The onion is in the treasure chest. Mason exited the bedroom. Ava moved the onion to the bottle. Jacob exited the porch. Ava exited the porch. Jacob likes the radish. Jacob entered the porch.,Where will Jacob look for the onion?,bottle,1,"enter_agent_0,enter_agent_1,agent_2_enters,agent_0_moves_obj,agent_2_exits,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,treasure chest,bottle,False,reality,"[""bottle"", ""treasure chest""]",0,true,mind
Charlotte entered the pantry. Evelyn entered the garden. Emily entered the garden. Charlotte likes the watermelon. The tie is in the box. Evelyn moved the tie to the bottle. Emily exited the garden. Evelyn exited the garden. Emily entered the pantry.,Where is the tie really?,bottle,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,False,box,bottle,False,reality,"[""bottle"", ""box""]",0,true,fact
Mason hates the pumpkin. Mila likes the dress. Mila entered the master bedroom. Mason entered the master bedroom. The lemon is in the box. Mila exited the master bedroom. Mason moved the lemon to the treasure chest.,Where was the lemon at the beginning?,box,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,box,treasure chest,False,memory,"[""treasure chest"", ""box""]",1,true,fact
Owen entered the crawlspace. Lucas likes the jeans. Owen likes the cap. Lucas entered the crawlspace. The turnip is in the pantry. Lucas exited the crawlspace. Lucas entered the hall. Owen moved the turnip to the box.,Where is the turnip really?,box,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,reality,False,reality,True,pantry,box,False,reality,"[""pantry"", ""box""]",1,true,fact
Nathan entered the cellar. Jack entered the cellar. The hat is in the pantry. Emily entered the cellar. Jack exited the cellar. Jack entered the front yard. Nathan moved the hat to the drawer.,Where will Jack look for the hat?,pantry,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_0_moves_obj",true_belief,first_order_1_tom,True,first_order,True,pantry,drawer,False,memory,"[""pantry"", ""drawer""]",0,false,mind
Chloe entered the study. Lucas entered the study. Logan entered the study. Lucas dislikes the suit. The potato is in the basket. Lucas moved the potato to the bucket. Logan exited the study.,Where will Logan look for the potato?,bucket,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,basket,bucket,False,reality,"[""bucket"", ""basket""]",0,true,mind
Lily entered the patio. Aiden is in the patio. Mila entered the patio. Mila hates the radish. The coat is in the box. Aiden moved the coat to the crate. Mila exited the patio.,Where will Mila look for the coat?,crate,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,first_order_1_no_tom,False,first_order,False,box,crate,False,reality,"[""box"", ""crate""]",1,true,mind
Oliver entered the laundry. Aiden dislikes the t-shirt. Aiden entered the laundry. The peach is in the drawer. Oliver exited the laundry. Oliver entered the laundry. Aiden moved the peach to the suitcase.,Where will Aiden look for the peach?,suitcase,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,False,drawer,suitcase,False,reality,"[""drawer"", ""suitcase""]",1,true,mind
Oliver entered the laundry. Aiden dislikes the t-shirt. Aiden entered the laundry. The peach is in the drawer. Oliver exited the laundry. Oliver entered the laundry. Aiden moved the peach to the suitcase.,Where was the peach at the beginning?,drawer,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj",true_belief,memory,False,memory,False,drawer,suitcase,False,memory,"[""drawer"", ""suitcase""]",0,true,fact
Mila entered the lounge. Mason entered the lounge. The turnip is in the cupboard. Mila moved the turnip to the crate. Mason exited the lounge. Mila exited the lounge. Mason entered the bathroom.,Where will Mason look for the turnip?,crate,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_no_tom,False,first_order,False,cupboard,crate,False,reality,"[""cupboard"", ""crate""]",1,true,mind
Sophia entered the pantry. Liam entered the pantry. Liam dislikes the dress. The plum is in the treasure chest. Sophia moved the plum to the pantry. Liam exited the pantry. Liam dislikes the dress. Sophia exited the pantry. Liam entered the pantry.,Where was the plum at the beginning?,treasure chest,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,False,treasure chest,pantry,False,memory,"[""pantry"", ""treasure chest""]",1,true,fact
Aria entered the closet. Jack entered the closet. The peas is in the envelope. Jack moved the peas to the container. Aria exited the closet. Aria loves the banana. Aria entered the closet.,Where was the peas at the beginning?,envelope,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_1_exits,agent_1_reenters_loc",true_belief,memory,False,memory,False,envelope,container,False,memory,"[""container"", ""envelope""]",1,true,fact
Lucas entered the garden. Aiden entered the garden. The tangerine is in the cupboard. Lucas moved the tangerine to the treasure chest. Aiden exited the garden. Lucas exited the garden. Chloe dislikes the tomato. Aiden entered the garden.,Where was the tangerine at the beginning?,cupboard,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,False,cupboard,treasure chest,False,memory,"[""treasure chest"", ""cupboard""]",1,true,fact
Carter entered the playroom. Nathan entered the playroom. The lime is in the treasure chest. Carter moved the lime to the suitcase. Nathan loves the lemon. Nathan exited the playroom. Carter exited the playroom. Carter dislikes the plum. Nathan entered the master bedroom.,Where does Nathan think that Carter searches for the lime?,suitcase,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_no_tom,False,second_order,False,treasure chest,suitcase,False,reality,"[""treasure chest"", ""suitcase""]",1,true,mind
Evelyn entered the laundry. Hannah entered the laundry. The hat is in the cupboard. Hannah dislikes the pajamas. Hannah exited the laundry. Evelyn moved the hat to the crate. Evelyn exited the laundry. Hannah entered the back yard.,Where is the hat really?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,reality,False,reality,True,cupboard,crate,False,reality,"[""cupboard"", ""crate""]",1,true,fact
Amelia entered the closet. Olivia entered the closet. Mason entered the closet. The apple is in the bottle. Amelia likes the peas. Olivia loves the cherry. Mason exited the closet. Mason entered the closet. Olivia exited the closet. Amelia moved the apple to the cupboard.,Where will Mason look for the apple?,cupboard,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_1_exits,agent_1_reenters_loc,agent_0_moves_obj,agent_2_exits",true_belief,first_order_1_no_tom,False,first_order,False,bottle,cupboard,False,reality,"[""bottle"", ""cupboard""]",1,true,mind
Carter entered the back yard. Aiden entered the back yard. Evelyn entered the back yard. The slacks is in the bathtub. Aiden moved the slacks to the box. Carter exited the back yard.,Where does Carter think that Aiden searches for the slacks?,box,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_0_moves_obj,agent_1_exits",true_belief,second_order_0_no_tom,False,second_order,False,bathtub,box,False,reality,"[""box"", ""bathtub""]",0,true,mind
Nathan entered the patio. Ethan entered the patio. Lucas entered the sunroom. The slippers is in the container. Nathan exited the patio. Lucas exited the sunroom. Nathan entered the patio. Ethan moved the slippers to the bucket.,Where will Ethan look for the slippers?,bucket,1,"enter_agent_1,enter_agent_0,agent_2_enters,agent_1_exits,agent_1_reenters_loc,agent_2_exits,agent_0_moves_obj",true_belief,first_order_1_no_tom,False,first_order,False,container,bucket,False,reality,"[""bucket"", ""container""]",0,true,mind
Mila loves the pineapple. Mila entered the master bedroom. Alexander entered the laundry. Mia entered the laundry. The tangerine is in the bottle. Alexander hates the strawberry. Mia exited the laundry. Alexander moved the tangerine to the suitcase.,Where was the tangerine at the beginning?,bottle,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,bottle,suitcase,False,memory,"[""bottle"", ""suitcase""]",0,true,fact
Sophia entered the front yard. Jayden entered the bathroom. Logan entered the front yard. The cabbage is in the suitcase. Jayden hates the spinach. Jayden exited the bathroom. Logan exited the front yard. Jayden likes the grapefruit. Sophia moved the cabbage to the basket. Sophia exited the front yard. Logan entered the bathroom.,Where will Logan look for the cabbage?,suitcase,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_1_exits,agent_2_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,first_order_1_tom,True,first_order,True,suitcase,basket,False,memory,"[""basket"", ""suitcase""]",1,false,mind
Jack entered the TV room. Benjamin entered the TV room. The sweet potato is in the box. Abigail entered the TV room. Benjamin exited the TV room. Jack moved the sweet potato to the crate.,Where will Benjamin look for the sweet_potato?,box,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_0_moves_obj",false_belief,first_order_1_tom,True,first_order,True,box,crate,False,memory,"[""box"", ""crate""]",0,false,mind
Ella entered the master bedroom. Ethan entered the master bedroom. The banana is in the cupboard. Hannah entered the master bedroom. Ethan exited the master bedroom. Ethan entered the master bedroom. Ella moved the banana to the bucket.,Where was the banana at the beginning?,cupboard,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_1_reenters_loc,agent_0_moves_obj",true_belief,memory,False,memory,False,cupboard,bucket,False,memory,"[""bucket"", ""cupboard""]",1,true,fact
Chloe entered the basement. Olivia entered the basement. The suit is in the basket. Olivia exited the basement. Chloe moved the suit to the cupboard. Chloe exited the basement. Olivia entered the basement.,Where was the suit at the beginning?,basket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_0_exits,agent_1_reenters_loc",second_order_false_belief,memory,False,memory,True,basket,cupboard,False,memory,"[""cupboard"", ""basket""]",1,true,fact
Jayden likes the spinach. Jayden entered the hall. Mia entered the hall. The slippers is in the basket. Jayden exited the hall. Owen entered the porch. Mia moved the slippers to the crate.,Where does Jayden think that Mia searches for the slippers?,basket,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_0_moves_obj,agent_2_enters",false_belief,second_order_0_tom,True,second_order,True,basket,crate,False,memory,"[""crate"", ""basket""]",1,false,mind
Amelia entered the bedroom. Benjamin entered the closet. Amelia loves the tangerine. Sophia entered the bedroom. The plum is in the box. Sophia exited the bedroom. Benjamin exited the closet. Amelia moved the plum to the crate. Amelia exited the bedroom. Sophia entered the closet.,Where does Sophia think that Amelia searches for the plum?,box,1,"enter_agent_0,agent_2_enters,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_exits,agent_0_exits,agent_1_reenters_alt_loc",second_order_false_belief,second_order_1_tom,True,second_order,True,box,crate,False,memory,"[""box"", ""crate""]",0,false,mind
Evelyn entered the closet. Emma entered the closet. Jackson is in the closet. The eggplant is in the cupboard. Jackson exited the closet. Emma moved the eggplant to the bottle. Emma likes the lime.,Where will Jackson look for the eggplant?,cupboard,1,"agent_2_enters,enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,first_order_1_tom,True,first_order,True,cupboard,bottle,False,memory,"[""bottle"", ""cupboard""]",1,false,mind
Jack entered the workshop. Hunter entered the workshop. The gloves is in the pantry. Jack dislikes the orange. Jack moved the gloves to the bucket. Hunter exited the workshop.,Where does Hunter think that Jack searches for the gloves?,bucket,1,"enter_agent_0,enter_agent_1,agent_0_moves_obj,agent_1_exits",true_belief,second_order_1_no_tom,False,second_order,False,pantry,bucket,False,reality,"[""pantry"", ""bucket""]",1,true,mind
Emma entered the staircase. Lucas entered the staircase. Evelyn is in the staircase. Lucas exited the staircase. The skirt is in the bucket. Emma exited the staircase. Evelyn moved the skirt to the crate.,Where was the skirt at the beginning?,bucket,1,"enter_agent_1,agent_2_enters,enter_agent_0,agent_2_exits,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,bucket,crate,False,memory,"[""bucket"", ""crate""]",0,true,fact
Avery entered the workshop. Ethan entered the workshop. The orange is in the container. Sophia likes the slacks. Sophia entered the kitchen. Sophia exited the kitchen. Avery exited the workshop. Ethan moved the orange to the treasure chest.,Where does Avery think that Ethan searches for the orange?,container,1,"enter_agent_1,enter_agent_0,agent_1_exits,agent_2_enters,agent_2_exits,agent_0_moves_obj",false_belief,second_order_0_tom,True,second_order,True,container,treasure chest,False,memory,"[""treasure chest"", ""container""]",1,false,mind
Jayden entered the cellar. Ava likes the peach. Chloe entered the cellar. The lettuce is in the pantry. Ava entered the closet. Chloe moved the lettuce to the bucket. Ava exited the closet. Jayden exited the cellar.,Where does Jayden think that Chloe searches for the lettuce?,bucket,1,"enter_agent_1,enter_agent_0,agent_0_moves_obj,agent_2_enters,agent_1_exits,agent_2_exits",true_belief,second_order_0_no_tom,False,second_order,False,pantry,bucket,False,reality,"[""pantry"", ""bucket""]",1,true,mind
Charlotte entered the attic. Lily entered the attic. The strawberry is in the basket. Lily exited the attic. Lily entered the den. Lucas entered the den. Charlotte moved the strawberry to the cupboard.,Where does Charlotte think that Lily searches for the strawberry?,basket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_1_reenters_alt_loc,agent_0_moves_obj,agent_2_enters",true_belief,second_order_0_tom,True,second_order,True,basket,cupboard,False,memory,"[""cupboard"", ""basket""]",1,false,mind
Noah entered the garage. Liam entered the garage. The shoes is in the crate. Charlotte entered the closet. Liam exited the garage. Charlotte exited the closet. Liam entered the closet. Noah moved the shoes to the cupboard.,Where will Liam look for the shoes?,crate,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_2_enters,agent_1_reenters_alt_loc,agent_2_exits,agent_0_moves_obj",true_belief,first_order_1_tom,True,first_order,True,crate,cupboard,False,memory,"[""cupboard"", ""crate""]",1,false,mind
William entered the staircase. Olivia entered the staircase. The onion is in the bottle. Olivia exited the staircase. Liam entered the patio. William moved the onion to the pantry. Olivia entered the staircase.,Where does William think that Olivia searches for the onion?,pantry,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj,agent_2_enters,agent_1_reenters_loc",false_belief,second_order_0_no_tom,False,second_order,False,bottle,pantry,False,reality,"[""pantry"", ""bottle""]",0,true,mind
Liam entered the dining room. Jack entered the dining room. The carrot is in the basket. Liam loves the banana. Jack exited the dining room. Jack hates the turnip. Liam moved the carrot to the envelope.,Where was the carrot at the beginning?,basket,1,"enter_agent_0,enter_agent_1,agent_1_exits,agent_0_moves_obj",false_belief,memory,False,memory,True,basket,envelope,False,memory,"[""envelope"", ""basket""]",1,true,fact
